2.132659200000000510e+03,2.141052799999999934e+03,2.149446399999999358e+03,2.157840000000000146e+03,2.166233599999999569e+03,2.174627199999999903e+03,2.183020799999999326e+03,2.191414399999999659e+03
2.235878400000000056e+03,2.244681599999999889e+03,2.253484799999999268e+03,2.262288000000000466e+03,2.271091200000000754e+03,2.279894400000000132e+03,2.288697599999999966e+03,2.297500799999999799e+03
2.339097599999999602e+03,2.348310399999999845e+03,2.357523200000000543e+03,2.366735999999999876e+03,2.375948800000000119e+03,2.385161599999999453e+03,2.394374400000000151e+03,2.403587199999999484e+03
2.442316800000000057e+03,2.451939199999999346e+03,2.461561599999999999e+03,2.471184000000000651e+03,2.480806399999999940e+03,2.490428799999999683e+03,2.500051199999999881e+03,2.509673600000000079e+03
2.545535999999999603e+03,2.555567999999999756e+03,2.565600000000000364e+03,2.575632000000000062e+03,2.585664000000000215e+03,2.595696000000000367e+03,2.605728000000000065e+03,2.615759999999999764e+03
2.648755199999999149e+03,2.659196800000000621e+03,2.669638400000000729e+03,2.680079999999999927e+03,2.690521600000000035e+03,2.700963200000000143e+03,2.711404800000000250e+03,2.721846399999999903e+03
2.751974400000000514e+03,2.762825599999999213e+03,2.773676800000000185e+03,2.784528000000000702e+03,2.795379200000000310e+03,2.806230400000001282e+03,2.817081600000000435e+03,2.827932799999999588e+03
2.855193600000000515e+03,2.866454400000000078e+03,2.877715200000000550e+03,2.888975999999999203e+03,2.900236800000000585e+03,2.911497600000000148e+03,2.922758399999999710e+03,2.934019200000001092e+03
2.958412800000000516e+03,2.970083199999999579e+03,2.981753600000000006e+03,2.993423999999999523e+03,3.005094399999999951e+03,3.016764799999999923e+03,3.028435199999999895e+03,3.040105599999998958e+03
3.061631999999999152e+03,3.073712000000000899e+03,3.085791999999999916e+03,3.097872000000000298e+03,3.109952000000000226e+03,3.122031999999999698e+03,3.134111999999999625e+03,3.146192000000000462e+03
3.164851200000000517e+03,3.177340799999999490e+03,3.189830400000000282e+03,3.202320000000000164e+03,3.214809600000000046e+03,3.227299200000000837e+03,3.239788799999999810e+03,3.252278399999998783e+03
3.268070399999999609e+03,3.280969599999999900e+03,3.293868800000000647e+03,3.306767999999999574e+03,3.319667199999999866e+03,3.332566400000000158e+03,3.345465599999999995e+03,3.358364800000000287e+03
3.371289600000000064e+03,3.384598400000000311e+03,3.397907199999999648e+03,3.411215999999998530e+03,3.424524800000000141e+03,3.437833599999999933e+03,3.451142400000000180e+03,3.464451199999999972e+03
3.474508799999999155e+03,3.488227199999999357e+03,3.501945599999999104e+03,3.515663999999999760e+03,3.529382399999999052e+03,3.543100800000000618e+03,3.556819199999999910e+03,3.570537599999999657e+03
3.577727999999999156e+03,3.591855999999999767e+03,3.605983999999999469e+03,3.620112000000000080e+03,3.634239999999999327e+03,3.648367999999999938e+03,3.662495999999999640e+03,3.676623999999999796e+03
3.680947199999999611e+03,3.695484800000000178e+03,3.710022400000000289e+03,3.724559999999999491e+03,3.739097600000000511e+03,3.753635200000000623e+03,3.768172800000000279e+03,3.782710399999999481e+03
3.784166399999999157e+03,3.799113599999999678e+03,3.814060799999999745e+03,3.829007999999999811e+03,3.843955200000000332e+03,3.858902399999999489e+03,3.873849600000000464e+03,3.888796799999999621e+03
3.887385600000000068e+03,3.902742400000001453e+03,3.918099200000000110e+03,3.933455999999999676e+03,3.948812800000001062e+03,3.964169599999999718e+03,3.979526399999999285e+03,3.994883199999999306e+03
3.990604800000000068e+03,4.006371200000000954e+03,4.022137600000001385e+03,4.037904000000000451e+03,4.053670399999999972e+03,4.069436800000000403e+03,4.085203199999999015e+03,4.100969600000000355e+03
4.093823999999999614e+03,4.110000000000000909e+03,4.126176000000001295e+03,4.142352000000000771e+03,4.158528000000000247e+03,4.174704000000000633e+03,4.190880000000000109e+03,4.207055999999999585e+03
4.197043200000000979e+03,4.213628800000000410e+03,4.230214399999999841e+03,4.246800000000000182e+03,4.263385600000001432e+03,4.279971199999999044e+03,4.296556799999999384e+03,4.313142400000000634e+03
4.300262399999999616e+03,4.317257599999999002e+03,4.334252800000000207e+03,4.351248000000000502e+03,4.368243200000000797e+03,4.385238399999999274e+03,4.402233600000000479e+03,4.419228799999999865e+03
4.403481599999999162e+03,4.420886400000000322e+03,4.438291199999998753e+03,4.455695999999999913e+03,4.473100800000000163e+03,4.490505599999999504e+03,4.507910399999999754e+03,4.525315199999999095e+03
4.506700800000000527e+03,4.524515200000000732e+03,4.542329600000000028e+03,4.560144000000002052e+03,4.577958400000000438e+03,4.595772799999999734e+03,4.613587199999999029e+03,4.631401600000000144e+03
4.609920000000000073e+03,4.628144000000002052e+03,4.646368000000000393e+03,4.664591999999998734e+03,4.682815999999999804e+03,4.701039999999999054e+03,4.719263999999999214e+03,4.737488000000000284e+03
4.713139199999998709e+03,4.731772800000001553e+03,4.750406399999999849e+03,4.769040000000001783e+03,4.787673600000000079e+03,4.806307199999999284e+03,4.824940800000000309e+03,4.843574400000000423e+03
4.816358400000001893e+03,4.835401600000000144e+03,4.854444800000000214e+03,4.873488000000000284e+03,4.892531199999999444e+03,4.911574400000000423e+03,4.930617599999998674e+03,4.949660800000000563e+03
4.919577600000000530e+03,4.939030399999999645e+03,4.958483200000000579e+03,4.977935999999999694e+03,4.997388800000000629e+03,5.016841599999999744e+03,5.036294399999998859e+03,5.055747200000000703e+03
5.022796800000000076e+03,5.042659200000000055e+03,5.062521600000000035e+03,5.082383999999999105e+03,5.102246400000001813e+03,5.122108799999998155e+03,5.141971199999999044e+03,5.161833599999999933e+03
5.126015999999999622e+03,5.146288000000000466e+03,5.166559999999999491e+03,5.186831999999999425e+03,5.207103999999999360e+03,5.227375999999999294e+03,5.247648000000001957e+03,5.267920000000000073e+03
5.229235199999999168e+03,5.249916799999999967e+03,5.270598400000000765e+03,5.291279999999998836e+03,5.311961600000000544e+03,5.332643200000000434e+03,5.353324799999998504e+03,5.374006399999999303e+03
5.332454400000000533e+03,5.353545599999999467e+03,5.374636800000000221e+03,5.395727999999999156e+03,5.416819199999999910e+03,5.437910399999999754e+03,5.459001599999998689e+03,5.480092800000001262e+03
5.435673600000000079e+03,5.457174399999999878e+03,5.478675200000000586e+03,5.500176000000000386e+03,5.521676800000001094e+03,5.543177599999999984e+03,5.564678399999999783e+03,5.586179199999998673e+03
5.538892799999999625e+03,5.560803199999999379e+03,5.582713600000001861e+03,5.604624000000000706e+03,5.626534400000000460e+03,5.648444799999998395e+03,5.670355199999999968e+03,5.692265599999999722e+03
5.642112000000000990e+03,5.664432000000001608e+03,5.686751999999998588e+03,5.709072000000000116e+03,5.731391999999998916e+03,5.753712000000000444e+03,5.776032000000001062e+03,5.798351999999998952e+03
5.745331200000001445e+03,5.768060800000000199e+03,5.790790399999998954e+03,5.813520000000000437e+03,5.836249599999999191e+03,5.858979199999998855e+03,5.881708799999999428e+03,5.904438400000000001e+03
5.848550400000000081e+03,5.871689599999997881e+03,5.894828800000001138e+03,5.917967999999998938e+03,5.941107200000001285e+03,5.964246400000000904e+03,5.987385600000001432e+03,6.010524800000001051e+03
5.951769600000000537e+03,5.975318399999998292e+03,5.998867199999999684e+03,6.022416000000001077e+03,6.045964799999998831e+03,6.069513600000000224e+03,6.093062400000000707e+03,6.116611200000000281e+03
6.054988800000000992e+03,6.078947200000001430e+03,6.102905600000001868e+03,6.126864000000001397e+03,6.150822400000000016e+03,6.174780800000002273e+03,6.198739200000000892e+03,6.222697600000001330e+03
6.158208000000000538e+03,6.182575999999999112e+03,6.206943999999999505e+03,6.231312000000001717e+03,6.255680000000000291e+03,6.280048000000000684e+03,6.304415999999999258e+03,6.328783999999996922e+03
6.261427199999998265e+03,6.286204800000000432e+03,6.310982399999999870e+03,6.335760000000000218e+03,6.360537599999999657e+03,6.385315200000000914e+03,6.410092799999999443e+03,6.434870399999998881e+03
6.364646400000001449e+03,6.389833599999999933e+03,6.415020800000000236e+03,6.440207999999999629e+03,6.465395200000000841e+03,6.490582400000000234e+03,6.515769599999999627e+03,6.540956800000001749e+03
6.467865599999999176e+03,6.493462400000000343e+03,6.519059200000001510e+03,6.544655999999999949e+03,6.570252799999999297e+03,6.595849600000002283e+03,6.621446399999999812e+03,6.647043199999998251e+03
6.571084799999999632e+03,6.597091200000000754e+03,6.623097600000000966e+03,6.649104000000001179e+03,6.675110400000001391e+03,6.701116800000000694e+03,6.727123199999997269e+03,6.753129599999999300e+03
